Date,Open,High,Low,Close,Volume,stock_id
2016-02-01,750.46,757.86,743.27,752.0,3015303,3483
2016-02-02,784.5,789.87,764.65,764.65,5009772,3483
2016-02-03,770.22,774.5,720.5,726.95,5753416,3483
2016-02-04,722.81,727.0,701.86,708.01,4812793,3483
2016-02-05,703.87,703.99,680.15,683.57,3863948,3483
2016-02-08,667.85,684.03,663.06,682.74,3117992,3483
2016-02-09,672.32,699.9,668.77,678.11,2663219,3483
2016-02-10,686.86,701.31,682.13,684.12,2030829,3483
2016-02-11,675.0,689.35,668.868,683.11,2154962,3483
2016-02-12,690.26,693.75,678.6,682.4,1983019,3483
2016-02-16,692.98,698.0,685.05,691.0,2136824,3483
2016-02-17,699.0,709.75,691.38,708.4,1835411,3483
2016-02-18,710.0,712.35,696.03,697.35,1287855,3483
2016-02-19,695.03,703.081,694.05,700.91,1134665,3483
2016-02-22,707.45,713.24,702.51,706.46,1410613,3483
2016-02-23,701.45,708.4,693.58,695.85,1405180,3483
2016-02-24,688.92,700.0,680.78,699.56,1318221,3483
2016-02-25,700.01,705.98,690.585,705.75,1133274,3483
2016-02-26,708.58,713.43,700.86,705.07,2060942,3483
2016-02-29,700.32,710.89,697.68,697.77,1467267,3483
2016-03-01,703.62,718.81,699.77,718.81,1453825,3483
2016-03-02,719.0,720.0,712.0,718.85,1082731,3483
2016-03-03,718.68,719.45,706.02,712.42,1895828,3483
2016-03-04,714.99,716.49,706.02,710.89,1306306,3483
2016-03-07,706.9,708.091,686.9,695.16,2734897,3483
2016-03-08,688.59,703.79,685.34,693.97,1378967,3483
2016-03-09,698.47,705.68,694.0,705.24,1179552,3483
2016-03-10,708.12,716.44,703.36,712.82,2833525,3483
2016-03-11,720.0,726.92,717.125,726.82,1660799,3483
2016-03-14,726.81,735.5,725.15,730.49,1718252,3483
2016-03-15,726.92,732.29,724.77,728.33,1720965,3483
2016-03-16,726.37,737.47,724.51,736.09,1624370,3483
2016-03-17,736.45,743.07,736.0,737.78,1860834,3483
2016-03-18,741.86,742.0,731.83,737.6,2980709,3483
2016-03-21,736.5,742.5,733.516,742.09,1836503,3483
2016-03-22,737.46,745.0,737.46,740.75,1269749,3483
2016-03-23,742.36,745.72,736.15,738.06,1432099,3483
2016-03-24,732.01,737.747,731.0,735.3,1594891,3483
2016-03-28,736.79,738.99,732.5,733.53,917843,3483
2016-03-29,734.59,747.25,728.76,744.77,1352078,3483
2016-03-30,750.1,757.88,748.74,750.53,1238933,3483
2016-03-31,749.25,750.85,740.94,744.95,1130133,3483
2016-04-01,738.6,750.34,737.0,749.91,1098682,3483
2016-04-04,750.06,752.8,742.43,745.29,783665,3483
2016-04-05,738.0,742.8,735.37,737.8,970414,3483
2016-04-06,735.77,746.24,735.56,745.69,726844,3483
2016-04-07,745.37,747.0,736.28,740.28,1036311,3483
2016-04-08,743.97,745.45,735.55,739.15,1254527,3483
2016-04-11,743.02,745.0,736.05,736.1,818464,3483
2016-04-12,738.0,743.83,731.01,743.09,1141578,3483
2016-04-13,749.16,754.38,744.261,751.72,1202835,3483
2016-04-14,754.01,757.31,752.705,753.2,815417,3483
2016-04-15,753.98,761.0,752.694,759.0,1552347,3483
2016-04-18,760.46,768.05,757.3,766.61,1442123,3483
2016-04-19,769.51,769.9,749.33,753.93,1305326,3483
2016-04-20,758.0,758.132,750.01,752.67,1082739,3483
2016-04-21,755.38,760.43,749.55,759.14,1546480,3483
2016-04-22,726.3,736.12,713.61,718.77,5467206,3483
2016-04-25,716.1,723.93,715.59,723.15,1312381,3483
2016-04-26,725.42,725.766,703.026,708.14,2010224,3483
2016-04-27,707.29,708.98,692.365,705.84,2822644,3483
2016-04-28,708.26,714.17,689.55,691.02,2167756,3483
2016-04-29,690.7,697.62,689.0,693.01,1976287,3483
2016-05-02,697.63,700.64,691.0,698.21,1134592,3483
2016-05-03,696.87,697.84,692.0,692.36,1006062,3483
2016-05-04,690.49,699.75,689.01,695.7,1166670,3483
2016-05-05,697.7,702.32,695.72,701.41,1214920,3483
2016-05-06,698.38,711.86,698.107,711.12,1589924,3483
2016-05-09,712.0,718.71,710.0,712.9,1330750,3483
2016-05-10,716.75,723.5,715.72,723.18,1490782,3483
2016-05-11,723.41,724.48,712.8,715.29,1225628,3483
2016-05-12,717.06,719.25,709.0,713.31,865189,3483
2016-05-13,711.93,716.662,709.26,710.83,853701,3483
2016-05-16,709.13,718.48,705.65,716.49,1267485,3483
2016-05-17,715.99,721.52,704.11,706.29,1801286,3483
2016-05-18,703.67,711.6,700.63,706.63,1200724,3483
2016-05-19,702.36,706.0,696.8,700.32,1078707,3483
2016-05-20,701.62,714.58,700.52,709.74,1326982,3483
2016-05-23,706.53,711.478,704.18,704.24,873438,3483
2016-05-24,706.86,720.97,706.86,720.09,1266430,3483
2016-05-25,720.76,727.51,719.705,725.27,1456950,3483
2016-05-26,722.87,728.33,720.28,724.12,1119858,3483
2016-05-27,724.01,733.936,724.0,732.66,1542103,3483
2016-05-31,731.74,739.73,731.26,735.55,1227131,3483
2016-06-01,734.53,737.21,730.66,734.15,1164471,3483
2016-06-02,732.5,733.02,724.17,730.4,895953,3483
2016-06-03,729.27,729.49,720.56,722.34,866004,3483
2016-06-06,724.91,724.91,714.61,716.55,1120039,3483
2016-06-07,719.84,721.98,716.55,716.65,1115971,3483
2016-06-08,723.96,728.57,720.58,728.28,1150436,3483
2016-06-09,722.87,729.54,722.336,728.58,762995,3483
2016-06-10,719.47,725.89,716.43,719.39,734876,3483
2016-06-13,716.51,725.44,716.51,718.36,699764,3483
2016-06-14,716.48,722.47,713.12,718.27,1271681,3483
2016-06-15,719.0,722.46,717.31,718.92,751209,3483
2016-06-16,714.91,716.65,703.26,710.37,1294394,3483
2016-06-17,708.65,708.82,688.452,691.72,2409492,3483
2016-06-20,698.77,702.48,693.41,693.71,1744446,3483
2016-06-21,698.4,702.77,692.01,695.94,1369469,3483
2016-06-22,699.06,700.86,693.082,697.68,639269,3483
2016-06-23,697.45,701.95,687.0,701.87,1507403,3483
2016-06-24,675.17,689.4,673.45,675.22,2904873,3483
2016-06-27,671.0,672.3,663.284,668.26,2388710,3483
2016-06-28,678.97,680.33,673.0,680.04,1221077,3483
2016-06-29,683.0,687.429,681.41,684.11,1781749,3483
2016-06-30,685.47,692.32,683.65,692.1,1106268,3483
2016-07-01,692.2,700.65,692.13,699.21,910326,3483
2016-07-05,696.06,696.94,688.88,694.95,1011262,3483
2016-07-06,689.98,701.68,689.09,697.77,1160832,3483
2016-07-07,698.08,698.2,688.215,695.36,900031,3483
2016-07-08,699.5,705.71,696.435,705.63,1199498,3483
2016-07-11,708.05,716.51,707.24,715.09,933552,3483
2016-07-12,719.12,722.94,715.91,720.64,915244,3483
2016-07-13,723.62,724.0,716.85,716.98,610288,3483
2016-07-14,721.58,722.21,718.03,720.95,591177,3483
2016-07-15,725.73,725.74,719.055,719.71,838179,3483
2016-07-18,722.71,736.13,721.19,733.78,1084872,3483
2016-07-19,729.89,736.99,729.0,736.96,1060873,3483
2016-07-20,737.33,742.13,737.1,741.19,883372,3483
2016-07-21,740.36,741.69,735.831,738.63,651641,3483
2016-07-22,741.86,743.24,736.56,742.74,923487,3483
2016-07-25,740.67,742.61,737.5,739.77,742653,3483
2016-07-26,739.04,741.69,734.27,738.42,800931,3483
2016-07-27,738.28,744.46,737.0,741.77,871502,3483
2016-07-28,747.04,748.65,739.3,745.91,2550168,3483
2016-07-29,772.71,778.55,766.77,768.79,2733132,3483
2016-08-01,761.09,780.43,761.09,772.88,1950146,3483
2016-08-02,768.69,775.84,767.85,771.06,1177012,3483
2016-08-03,767.18,773.21,766.82,773.18,871074,3483
2016-08-04,772.22,774.07,768.795,771.61,763261,3483
2016-08-05,773.78,783.04,772.34,782.01,1016983,3483
2016-08-08,782.0,782.63,778.091,781.76,897096,3483
2016-08-09,781.1,788.94,780.57,784.26,922659,3483
2016-08-10,783.75,786.812,782.778,784.68,563639,3483
2016-08-11,785.0,789.75,782.97,784.85,642270,3483
2016-08-12,781.5,783.395,780.4,783.22,596918,3483
2016-08-15,783.75,787.49,780.11,782.44,752647,3483
2016-08-16,780.3,780.98,773.444,777.13,624204,3483
2016-08-17,777.32,780.81,773.53,779.91,628560,3483
2016-08-18,780.01,782.86,777.0,777.5,593087,3483
2016-08-19,775.0,777.1,773.13,775.42,601928,3483
2016-08-22,773.27,774.54,770.05,772.15,667143,3483
2016-08-23,775.48,776.44,771.785,772.08,636501,3483
2016-08-24,770.58,774.5,767.07,769.64,741804,3483
2016-08-25,767.0,771.89,763.185,769.41,634003,3483
2016-08-26,769.0,776.08,765.85,769.54,1021451,3483
2016-08-29,768.74,774.99,766.615,772.15,604406,3483
2016-08-30,769.33,774.466,766.84,769.09,787138,3483
2016-08-31,767.01,769.09,765.38,767.12,751591,3483
2016-09-01,769.25,771.02,764.3,768.78,618692,3483
2016-09-02,773.01,773.92,768.41,771.46,774256,3483
2016-09-06,773.45,782.0,771.0,780.08,1239451,3483
2016-09-07,780.0,782.73,776.2,780.35,590233,3483
2016-09-08,778.59,780.35,773.58,775.32,707531,3483
2016-09-09,770.1,773.245,759.66,759.66,1571155,3483
2016-09-12,755.13,770.29,754.0,769.02,1176041,3483
2016-09-13,764.48,766.22,755.8,759.69,912432,3483
2016-09-14,759.61,767.68,759.11,762.49,746816,3483
2016-09-15,762.89,773.8,759.96,772.1,1028285,3483
2016-09-16,769.75,769.75,764.66,768.88,1486221,3483
2016-09-19,772.42,774.0,764.441,765.7,760052,3483
2016-09-20,769.0,773.33,768.53,771.41,661423,3483
2016-09-21,772.66,777.16,768.301,776.22,780841,3483
2016-09-22,780.0,789.85,778.44,787.21,985732,3483
2016-09-23,786.59,788.93,784.15,786.9,1211305,3483
2016-09-26,782.74,782.74,773.07,774.2,1187269,3483
2016-09-27,775.5,785.99,774.308,783.01,752930,3483
2016-09-28,777.85,781.81,774.97,781.56,844106,3483
2016-09-29,781.44,785.8,774.232,775.01,1212788,3483
2016-09-30,776.33,780.94,774.09,777.29,1355870,3483
2016-10-03,774.25,776.065,769.5,772.56,1055724,3483
2016-10-04,776.03,778.71,772.89,776.43,844179,3483
2016-10-05,779.31,782.07,775.65,776.47,880132,3483
2016-10-06,779.0,780.48,775.54,776.86,808197,3483
2016-10-07,779.66,779.66,770.75,775.08,680154,3483
2016-10-10,777.71,789.38,775.87,785.94,871065,3483
2016-10-11,786.66,792.28,780.58,783.07,921217,3483
2016-10-12,783.76,788.13,782.06,786.14,731447,3483
2016-10-13,781.22,781.22,773.0,778.19,897992,3483
2016-10-14,781.65,783.95,776.0,778.53,587036,3483
2016-10-17,779.8,785.85,777.5,779.96,776584,3483
2016-10-18,787.85,801.61,785.565,795.26,1955165,3483
2016-10-19,798.86,804.63,797.635,801.56,1215080,3483
2016-10-20,803.3,803.97,796.03,796.97,1537480,3483
2016-10-21,795.0,799.5,794.0,799.38,780455,3483
2016-10-24,804.9,815.18,804.82,813.11,1597302,3483
2016-10-25,816.68,816.68,805.14,807.67,1534413,3483
2016-10-26,806.34,806.98,796.32,799.07,1568414,3483
2016-10-27,801.0,803.49,791.5,795.35,2015863,3483
2016-10-28,808.35,815.49,793.59,795.37,3985626,3483
2016-10-31,795.47,796.86,784.0,784.54,2427284,3483
2016-11-01,782.89,789.49,775.54,783.61,2406356,3483
2016-11-02,778.2,781.65,763.45,768.7,1918414,3483
2016-11-03,767.25,769.95,759.03,762.13,1943175,3483
2016-11-04,750.66,770.36,750.561,762.02,2134812,3483
2016-11-07,774.5,785.19,772.55,782.52,1477543,3483
2016-11-08,783.4,795.633,780.19,790.51,1310757,3483
2016-11-09,779.94,791.227,771.67,785.31,2375926,3483
2016-11-10,791.17,791.17,752.18,762.56,4646668,3483
2016-11-11,756.54,760.78,750.38,754.02,2314990,3483
2016-11-14,755.6,757.85,727.54,736.08,3654385,3483
2016-11-15,746.97,764.416,746.97,758.49,2384001,3483
2016-11-16,755.2,766.36,750.51,764.48,1443357,3483
2016-11-17,766.92,772.7,764.23,771.23,1204735,3483
2016-11-18,771.37,775.0,760.0,760.54,1511143,3483
2016-11-21,762.61,769.7,760.6,769.2,1278480,3483
2016-11-22,772.63,776.96,767.0,768.27,1549195,3483
2016-11-23,767.73,768.283,755.25,760.99,1433899,3483
2016-11-25,764.26,765.0,760.52,761.68,561760,3483
2016-11-28,760.0,779.53,759.8,768.24,2077465,3483
2016-11-29,771.53,778.5,768.24,770.84,1572748,3483
2016-11-30,770.07,772.99,754.83,758.04,2320292,3483
2016-12-01,757.44,759.85,737.025,747.92,2968343,3483
2016-12-02,744.59,754.0,743.1,750.5,1424697,3483
2016-12-05,757.71,763.9,752.9,762.52,1331968,3483
2016-12-06,764.73,768.83,757.34,759.11,1614606,3483
2016-12-07,761.0,771.36,755.8,771.19,1703058,3483
2016-12-08,772.48,778.18,767.23,776.4,1337581,3483
2016-12-09,780.0,789.43,779.021,789.29,1757030,3483
2016-12-12,785.04,791.25,784.355,789.27,2084246,3483
2016-12-13,793.9,804.38,793.34,796.1,2071966,3483
2016-12-14,797.4,804.0,794.01,797.07,1599414,3483
2016-12-15,797.34,803.0,792.92,797.85,1510240,3483
2016-12-16,800.4,800.856,790.36,790.8,2042768,3483
2016-12-19,790.22,797.66,786.27,794.15,1082046,3483
2016-12-20,796.76,798.65,793.27,796.42,912191,3483
2016-12-21,795.84,796.676,787.1,794.58,1137261,3483
2016-12-22,792.36,793.32,788.58,791.26,904602,3483
2016-12-23,790.9,792.74,787.28,789.91,605954,3483
2016-12-27,790.68,797.86,787.657,791.55,774577,3483
2016-12-28,793.7,794.23,783.2,785.05,970714,3483
2016-12-29,783.33,785.93,778.92,782.79,738203,3483
2016-12-30,782.75,782.78,770.41,771.82,1769950,3483
2017-01-03,778.81,789.63,775.8,786.14,1605446,3483
2017-01-04,788.36,791.34,783.16,786.9,1052125,3483
2017-01-05,786.08,794.48,785.02,794.03,1114512,3483
2017-01-06,795.26,807.9,792.204,806.15,1567821,3483
2017-01-09,806.4,809.966,802.83,806.65,1230371,3483
2017-01-10,807.86,809.13,803.51,804.8,997730,3483
2017-01-11,805.0,808.15,801.37,807.91,1041244,3483
2017-01-12,807.14,807.39,799.17,806.36,1278695,3483
2017-01-13,807.48,811.224,806.69,807.88,1067240,3483
2017-01-17,807.08,807.14,800.37,804.61,1141577,3483
2017-01-18,805.81,806.205,800.99,806.07,1195669,3483
2017-01-19,805.12,809.48,801.8,802.175,894921,3483
2017-01-20,806.91,806.91,801.69,805.02,1569196,3483
2017-01-23,807.25,820.87,803.74,819.31,1811778,3483
2017-01-24,822.3,825.9,817.821,823.87,1420133,3483
2017-01-25,829.62,835.77,825.06,835.67,1457244,3483
2017-01-26,837.81,838.0,827.01,832.15,2374731,3483
2017-01-27,834.71,841.95,820.44,823.31,2867241,3483
2017-01-30,814.66,815.84,799.8,802.32,3118289,3483
2017-01-31,796.86,801.25,790.52,796.79,2026212,3483
2017-02-01,799.68,801.19,791.19,795.695,1973620,3483
2017-02-02,793.8,802.7,792.0,798.53,1416853,3483
2017-02-03,802.99,806.0,800.37,801.49,1463448,3483
2017-02-06,799.7,801.67,795.25,801.34,1124955,3483
2017-02-07,803.99,810.5,801.78,806.97,1225336,3483
2017-02-08,807.0,811.84,803.19,808.38,1127543,3483
2017-02-09,809.51,810.66,804.54,809.56,956998,3483
2017-02-10,811.7,815.25,809.78,813.67,1102389,3483
2017-02-13,816.0,820.959,815.49,819.24,1133310,3483
2017-02-14,819.0,823.0,816.0,820.39,928985,3483
2017-02-15,819.36,823.0,818.47,818.98,1244773,3483
2017-02-16,819.93,824.4,818.98,824.16,1266675,3483
2017-02-17,823.02,828.07,821.655,828.07,1386194,3483
2017-02-21,828.66,833.45,828.35,831.66,1147909,3483
2017-02-22,828.66,833.25,828.64,830.76,901969,3483
2017-02-23,830.12,832.46,822.88,831.33,1192820,3483
2017-02-24,827.73,829.0,824.2,828.64,1376546,3483
2017-02-27,824.55,830.5,824.0,829.28,1048782,3483
2017-02-28,825.61,828.54,820.2,823.21,1638677,3483
2017-03-01,828.85,836.255,827.26,835.24,1412695,3483
2017-03-02,833.85,834.51,829.64,830.63,795781,3483
2017-03-03,830.56,831.36,825.751,829.08,881685,3483
2017-03-06,826.95,828.88,822.4,827.56,954852,3483
2017-03-07,827.4,833.41,826.52,831.91,983349,3483
2017-03-08,833.51,838.15,831.79,835.37,915520,3483
2017-03-09,836.0,842.0,834.21,838.68,1230591,3483
2017-03-10,843.28,844.91,839.5,843.25,1668733,3483
2017-03-13,847.753,848.685,843.25,845.54,1223647,3483
2017-03-14,843.64,847.24,840.8,845.62,780198,3483
2017-03-15,847.59,848.63,840.77,847.2,1381474,3483
2017-03-16,849.03,850.85,846.13,848.78,977560,3483
2017-03-17,851.61,853.4,847.11,852.12,1612724,3483
2017-03-20,850.01,850.22,845.15,848.4,1231521,3483
2017-03-21,851.4,853.5,829.02,830.46,2463484,3483
2017-03-22,831.91,835.55,827.18,829.59,1401465,3483
2017-03-23,821.0,822.57,812.257,817.58,3487056,3483
2017-03-24,820.08,821.93,808.89,814.43,1942593,3483
2017-03-27,806.95,821.63,803.37,819.51,1805933,3483
2017-03-28,820.41,825.99,814.027,820.92,1527248,3483
2017-03-29,825.0,832.765,822.38,831.41,1297192,3483
2017-03-30,833.5,833.68,829.0,831.5,1042628,3483
2017-03-31,828.97,831.64,827.39,829.6,1205256,3483
2017-04-03,829.22,840.85,829.22,838.55,1671503,3483
2017-04-04,831.36,835.18,829.036,834.57,1031012,3483
2017-04-05,835.51,842.45,830.72,831.41,1509585,3483
2017-04-06,832.4,836.39,826.46,827.88,1229645,3483
2017-04-07,827.96,828.485,820.513,824.67,1057253,3483
2017-04-10,825.39,829.35,823.77,824.73,888715,3483
2017-04-11,824.71,827.427,817.02,823.35,1079732,3483
2017-04-12,821.93,826.66,821.02,824.32,858986,3483
2017-04-13,822.14,826.38,821.44,823.56,955830,3483
2017-04-17,825.01,837.75,824.47,837.17,833593,3483
2017-04-18,834.22,838.93,832.71,836.82,773214,3483
2017-04-19,839.79,842.22,836.29,838.21,936210,3483
2017-04-20,841.44,845.2,839.32,841.65,933451,3483
2017-04-21,842.88,843.88,840.6,843.19,1256562,3483
2017-04-24,851.2,863.45,849.86,862.76,1371831,3483
2017-04-25,865.0,875.0,862.81,872.3,1671671,3483
2017-04-26,874.23,876.05,867.748,871.73,1235967,3483
2017-04-27,873.6,875.4,870.38,874.25,2014677,3483
2017-04-28,910.66,916.85,905.77,905.96,3276255,3483
2017-05-01,901.94,915.68,901.45,912.57,2115701,3483
2017-05-02,909.62,920.77,909.453,916.44,1545245,3483
2017-05-03,914.86,928.1,912.543,927.04,1498051,3483
2017-05-04,926.07,935.93,924.59,931.66,1421984,3483
2017-05-05,933.54,934.9,925.2,927.13,1911275,3483
2017-05-08,926.12,936.925,925.26,934.3,1329096,3483
2017-05-09,936.95,937.5,929.53,932.17,1581337,3483
2017-05-10,931.98,932.0,925.16,928.78,1173901,3483
2017-05-11,925.32,932.53,923.03,930.6,835028,3483
2017-05-12,931.53,933.44,927.85,932.22,1050377,3483
2017-05-15,932.95,938.25,929.34,937.08,1104646,3483
2017-05-16,940.0,943.11,937.58,943.0,968288,3483
2017-05-17,935.67,939.333,918.14,919.62,2357984,3483
2017-05-18,921.0,933.17,918.75,930.24,1596897,3483
2017-05-19,931.47,937.755,931.0,934.01,1389830,3483
2017-05-22,935.0,941.883,935.0,941.86,1118907,3483
2017-05-23,947.92,951.467,942.575,948.82,1269442,3483
2017-05-24,952.98,955.09,949.5,954.96,1031483,3483
2017-05-25,957.33,972.629,955.47,969.54,1659922,3483
2017-05-26,969.7,974.98,965.03,971.47,1251424,3483
2017-05-30,970.31,976.2,969.49,975.88,1466288,3483
2017-05-31,975.02,979.27,960.18,964.86,2447196,3483
2017-06-01,968.95,971.5,960.01,966.95,1410194,3483
2017-06-02,969.46,975.6,966.0,975.6,1747159,3483
2017-06-05,976.55,986.91,975.1,983.68,1251915,3483
2017-06-06,983.16,988.25,975.14,976.72,1814374,3483
2017-06-07,979.65,984.15,975.77,981.08,1447192,3483
2017-06-08,982.35,984.57,977.2,983.4,1477184,3483
2017-06-09,984.5,984.5,935.63,949.83,3306186,3483
2017-06-12,939.56,949.355,915.233,942.9,3762440,3483
2017-06-13,951.91,959.98,944.09,953.4,2013077,3483
2017-06-14,959.92,961.15,942.25,950.76,1487430,3483
2017-06-15,933.97,943.339,924.44,942.31,2065277,3483
2017-06-16,940.0,942.04,931.595,939.78,3061998,3483
2017-06-19,949.96,959.99,949.05,957.37,1530467,3483
2017-06-20,957.52,961.62,950.01,950.63,1125862,3483
2017-06-21,953.64,960.1,950.76,959.45,1202233,3483
2017-06-22,958.7,960.72,954.55,957.09,941678,3483
2017-06-23,956.83,966.0,954.2,965.59,1527515,3483
2017-06-26,969.9,973.31,950.79,952.27,1596876,3483
2017-06-27,942.46,948.29,926.85,928.13,2578143,3483
2017-06-28,929.0,942.75,916.0,940.49,2719227,3483
2017-06-29,929.92,931.26,910.62,917.79,3288129,3483
2017-06-30,926.05,926.05,908.31,908.73,2086402,3483
2017-07-03,912.18,913.94,894.79,898.11,1710373,3483
2017-07-05,901.76,914.51,898.5,911.71,1813319,3483
2017-07-06,904.12,914.944,899.7,906.69,1424384,3483
2017-07-07,908.85,921.54,908.85,918.59,1603306,3483
2017-07-10,921.77,930.38,919.59,928.8,1192091,3483
2017-07-11,929.54,931.43,922.0,930.09,1112531,3483
2017-07-12,938.68,946.3,934.47,943.83,1531394,3483
2017-07-13,946.29,954.45,943.01,947.159,1294675,3483
2017-07-14,952.0,956.91,948.005,956.0,1052894,3483
2017-07-17,957.0,960.74,949.241,953.42,1164272,3483
2017-07-18,953.0,968.04,950.6,965.4,1153053,3483
2017-07-19,967.84,973.04,964.03,970.89,1223978,3483
2017-07-20,975.0,975.9,961.51,968.15,1621399,3483
2017-07-21,962.25,973.23,960.15,972.92,1697398,3483
2017-07-24,972.22,986.2,970.77,980.34,3218803,3483
2017-07-25,953.81,959.7,945.4,950.7,4658321,3483
2017-07-26,954.68,955.0,942.279,947.8,2082194,3483
2017-07-27,951.78,951.78,920.0,934.09,3129465,3483
2017-07-28,929.4,943.83,927.5,941.53,1802451,3483
2017-07-31,941.89,943.59,926.04,930.5,1965455,3483
2017-08-01,932.38,937.447,929.26,930.83,1234746,3483
2017-08-02,928.61,932.6,916.68,930.39,1822424,3483
2017-08-03,930.34,932.24,922.24,923.65,1201975,3483
2017-08-04,926.64,930.307,923.03,927.96,1081918,3483
2017-08-07,929.06,931.7,926.5,929.36,1031721,3483
2017-08-08,927.09,935.814,925.61,926.79,1057532,3483
2017-08-09,920.61,925.98,917.25,922.9,1191341,3483
2017-08-10,917.55,919.26,906.13,907.24,1757389,3483
2017-08-11,907.97,917.78,905.58,914.39,1205970,3483
2017-08-14,922.53,924.668,918.19,922.67,1063412,3483
2017-08-15,924.23,926.55,919.82,922.22,882511,3483
2017-08-16,925.29,932.7,923.445,926.96,1005761,3483
2017-08-17,925.78,926.86,910.98,910.98,1254503,3483
2017-08-18,910.31,915.275,907.154,910.67,1342011,3483
2017-08-21,910.0,913.0,903.4,906.66,942384,3483
2017-08-22,912.72,925.86,911.475,924.69,1166326,3483
2017-08-23,921.93,929.93,919.36,927.0,1088590,3483
2017-08-24,928.66,930.84,915.5,921.28,1269905,3483
2017-08-25,923.49,925.555,915.5,915.89,1052775,3483
2017-08-28,916.0,919.245,911.87,913.81,1085353,3483
2017-08-29,905.1,923.33,905.0,921.29,1185501,3483
2017-08-30,920.05,930.819,919.65,929.57,1301127,3483
2017-08-31,931.76,941.98,931.76,939.33,1576875,3483
2017-09-01,941.13,942.48,935.15,937.34,947039,3483
2017-09-05,933.08,937.0,921.96,928.45,1346797,3483
2017-09-06,930.15,930.915,919.27,927.81,1527274,3483
2017-09-07,931.73,936.41,923.62,936.02,1211997,3483
2017-09-08,936.49,936.99,924.88,926.5,999166,3483
2017-09-11,934.25,938.38,926.92,929.08,1266079,3483
2017-09-12,932.59,933.48,923.861,932.07,1134054,3483
2017-09-13,930.66,937.25,929.86,935.09,1101219,3483
2017-09-14,931.25,932.77,924.0,925.11,1395543,3483
2017-09-15,924.66,926.49,916.36,920.29,2499545,3483
2017-09-18,920.01,922.08,910.6,915.0,1300826,3483
2017-09-19,917.42,922.42,912.55,921.81,923253,3483
2017-09-20,922.98,933.88,922.0,931.58,1542266,3483
2017-09-21,933.0,936.53,923.83,932.45,1227066,3483
2017-09-22,927.75,934.73,926.48,928.53,1052171,3483
2017-09-25,925.45,926.4,909.7,920.97,1855886,3483
2017-09-26,923.72,930.82,921.14,924.86,1666749,3483
2017-09-27,927.74,949.9,927.74,944.49,2237538,3483
2017-09-28,941.36,950.69,940.55,949.5,997202,3483
2017-09-29,952.0,959.786,951.51,959.11,1579728,3483
2017-10-02,959.98,962.54,947.84,953.27,1282861,3483
2017-10-03,954.0,958.0,949.14,957.79,888306,3483
2017-10-04,957.0,960.39,950.69,951.68,951792,3483
2017-10-05,955.49,970.91,955.18,969.96,1213368,3483
2017-10-06,966.7,979.46,963.36,978.38,1172738,3483
2017-10-09,980.0,985.425,976.11,977.0,890722,3483
2017-10-10,980.0,981.57,966.08,972.6,968115,3483
2017-10-11,973.72,990.71,972.25,989.25,1692880,3483
2017-10-12,987.45,994.12,985.0,987.91,1278363,3483
2017-10-13,992.0,997.21,989.0,989.68,1169587,3483
2017-10-16,992.1,993.907,984.0,992.0,910246,3483
2017-10-17,990.29,996.44,988.59,992.18,1290157,3483
2017-10-18,991.77,996.72,986.975,992.81,1057506,3483
2017-10-19,986.0,988.88,978.39,984.45,1312902,3483
2017-10-20,989.44,991.0,984.58,988.2,1176177,3483
2017-10-23,989.52,989.52,966.12,968.45,1478308,3483
2017-10-24,970.0,972.23,961.0,970.54,1206099,3483
2017-10-25,968.37,976.09,960.52,973.33,1210419,3483
2017-10-26,980.0,987.6,972.2,972.56,2031039,3483
2017-10-27,1009.11,1048.39,1008.25,1019.27,5165933,3483
2017-10-30,1014.0,1024.97,1007.5,1017.11,2085062,3483
2017-10-31,1015.22,1024.0,1010.42,1016.64,1331391,3483
2017-11-01,1017.21,1029.67,1016.95,1025.5,1373444,3483
2017-11-02,1021.76,1028.09,1013.01,1025.58,1048970,3483
2017-11-03,1022.11,1032.65,1020.31,1032.48,1076350,3483
2017-11-06,1028.99,1034.87,1025.0,1025.9,1124765,3483
2017-11-07,1027.27,1033.96,1027.12,1033.33,1112146,3483
2017-11-08,1030.52,1043.52,1028.45,1039.85,1088395,3483
2017-11-09,1033.99,1033.99,1019.67,1031.05,1244886,3483
2017-11-10,1026.46,1030.76,1025.28,1028.07,720674,3483
